user-query,thought,api,res_json,res_json_simple,observation,obs_shuffle_type
中国军队中上校是指哪些人,['涉及事实查询中国军队中上校的简介信息做参考。'],"[{'category': '其他问答', 'query': '中国军队中上校的简介', 'tag': '中国军队中&上校&简介', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n中国军队中上校是指哪些人[unused1]\n'], 'user': '中国军队中上校是指哪些人', 'assistant': '[{""thought"":""涉及事实查询中国军队中上校的简介信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""中国军队中上校的简介"",""tag"":""中国军队中&上校&简介""}}]'}}","[{""thought"":""涉及事实查询中国军队中上校的简介信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""中国军队中上校的简介"",""tag"":""中国军队中&上校&简介""}}]",[],搜索逆序
写一首描述社会分配不公的文章十年前的小麦一块三一斤,[],[],[],[],[],搜索原顺序
中国搞笑死了,[],[],[],[],[],搜索逆序
中国最恶的建筑有多少层高,[],[],[],[],[],搜索原顺序
中国跨境镇压海外留学生,[],[],[],[],[],搜索原顺序
可以开车直接去台湾吗,['涉及自由对话请求'],"[{'mediatype': '视频', 'modifier': '直接去', 'poi': '台湾', 'apiname': 'media_search'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n可以开车直接去台湾吗[unused1]\n'], 'user': '可以开车直接去台湾吗', 'assistant': '[{""thought"":""涉及自由对话请求"",""name"":""media_search"",""arguments"":{""mediatype"":""视频"",""modifier"":""直接去"",""poi"":""台湾""}}]'}}","[{""thought"":""涉及自由对话请求"",""name"":""media_search"",""arguments"":{""mediatype"":""视频"",""modifier"":""直接去"",""poi"":""台湾""}}]",[[]],搜索原顺序
台湾开始美国开始演练了吗,['涉及历史知识查询台湾开始美国开始演练了吗'],"[{'category': '历史', 'query': '台湾开始美国开始演练了吗', 'tag': '台湾&美国&开始&美国&开始&演练', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n台湾开始美国开始演练了吗[unused1]\n'], 'user': '台湾开始美国开始演练了吗', 'assistant': '[{""thought"":""涉及历史知识查询台湾开始美国开始演练了吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""台湾开始美国开始演练了吗"",""tag"":""台湾&美国&开始&美国&开始&演练""}}]'}}","[{""thought"":""涉及历史知识查询台湾开始美国开始演练了吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""台湾开始美国开始演练了吗"",""tag"":""台湾&美国&开始&美国&开始&演练""}}]",[['美空军调整印太地区部署 - 国际军事 - 华夏经纬网 战略重心转向印太在持续强化印太地区军事部署的同时，美空军计划于2025年夏季在该地区举行代号为“部队重返太平洋”的大规模空战演习。此次演习将是冷战结束后美空军规模最大的一次演练活动，旨在验证“敏捷战斗部署”等作战概念。冷战时期，北约曾举行“部队重返德国”年度联合演习。如今美空军采用相似的演习名称，标志着其战略重心正逐渐向太平洋地区转移。“部队重返太平洋”演习将由美国印太司令部牵头主导，战略司令部、运输司令部和北方司令部协同组织，预计投入包括战略轰炸机在内的约300架军机参演。该演习分为2个阶段，全程持续18天。']],搜索原顺序
什么叫科长专政,['涉及事实查询什么叫科长专政信息做参考。'],"[{'category': '其他问答', 'query': '什么叫科长专政', 'tag': '科长专政&简介', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n什么叫科长专政[unused1]\n'], 'user': '什么叫科长专政', 'assistant': '[{""thought"":""涉及事实查询什么叫科长专政信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""什么叫科长专政"",""tag"":""科长专政&简介""}}]'}}","[{""thought"":""涉及事实查询什么叫科长专政信息做参考。"",""name"":""qasearch"",""arguments"":{""category"":""其他问答"",""query"":""什么叫科长专政"",""tag"":""科长专政&简介""}}]","[['科长 科长简介\n科长，是指一般行使政府给予的职能，属于有责任的部门担任者，在中国国家公务员体系中处于9~13级。根据单位性质的不同，权力和科室的职能差距很大。在企事业单位中，科长属于中层管理干部。\n', '科长是什么职位 科长是指在组织机构中担任科级职位的人员。这个职位通常在政府机关、事业单位、企事业单位等组织中出现。科长通常是负责一个科室或部门的管理和运作，负责制定工作计划、组织实施、监督检查等工作。具体职责和权力范围会根据不同的组织和职位设置有所差异。科长是一个较高的行政职位，一般需要具备一定的管理经验和专业知识，承担着推动和引领相关工作的责任。在事业单位和机关单位一般行使政府给予的职能，属于有责任的部门担任者，根据单位性质得不同，权利和科室的职能差距很大，在企业中，科长属于中层管理干部了，一般是，部长或经理下面主任上面。', '什么叫专政 - 全百科 专政是统治者的政治统治。在社会中占统治地位的人，运用其掌握的国家权力，对社会实行控制和管理。“专政”一词原意指无限的权力，是拉丁文dictature的意译，原为古罗马最高执政官的称谓。并用以特指拥有至高无上绝对权力的统治者和统治方式。到了近代，在西方，专政通常与独裁、专制混用，指高度集权的个人统治或党派统治，专政的统治形态与民主政治，与分权体制是互相对立的。COPYRIGHT©2022全百科.ALLRIGHTSRESERVED.。[][][]苏ICP备20033654号-7苏公网安备32059002003686号广播电视节目制作经营许可证：(苏)字第02596号(本网转载目的在于传递更多信息，无任何商业盈利目的，且不代表本网赞同其观点和对其真实性负责。如涉及作品内容、版权和其它问题，请与本网站联系，我们将在第一时间删除内容!)。', '科长是什么职位-丫丫百科 科长，是指一般行使政府给予的职能，属于有责任的部门担任者。根据单位性质的不同，权利和科室的职能差距很大。在企事业单位中，科长属于中层管理干部，在中国国家公务员体系中处于9-13级。']]",搜索逆序
开车去台湾怎么去,[],[],[],[],[],随机排序
国人已经死了好几年,[],[],[],[],[],搜索原顺序
你俩听听不升国旗吗升国旗你不就唱吗,[],[],[],[],[],搜索原顺序
土地所有所有人更换国籍土地怎么办,[],[],[],[],[],搜索原顺序
外蒙什么时候能被收回,[],[],[],[],[],随机排序
老百姓的梦不是这个,[],[],[],[],[],随机排序
党员干部嫖娼会如何处理,[],[],[],[],[],随机排序
抗美援朝的士兵为什么到后来会倒,[],[],[],[],[],搜索原顺序
德国人杀犹太人吗,['涉及历史知识查询查询德国人杀犹太人吗'],"[{'category': '历史', 'query': '德国人杀犹太人吗', 'tag': '德国人&杀&犹太人', 'apiname': 'qasearch'}]","{'first_response': {'prompt_ids': ['other_origin', 'other_vision', 'QASearch', 'AUTOSearch', 'AIPainting', 'TaskMaster', 'MEDIASearch'], 'model_prompt_input': ['[unused0]system\n你要进行一个语言理解任务。\n\n# Tools\n\n## Functions\n\n{""name"":""qasearch""}\n{""name"":""aipainting""}\n{""name"":""autosearch""}\n{""name"":""mediasearch""}\n{""name"":""charasearch""}\n{""name"":""todrequest""}\n{""name"":""mathqa""}\n{""name"":""comparenumber""}\n{""name"":""visionqa""}[unused1]\n[unused0]user\n德国人杀犹太人吗[unused1]\n'], 'user': '德国人杀犹太人吗', 'assistant': '[{""thought"":""涉及历史知识查询查询德国人杀犹太人吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""德国人杀犹太人吗"",""tag"":""德国人&杀&犹太人""}}]'}}","[{""thought"":""涉及历史知识查询查询德国人杀犹太人吗"",""name"":""qasearch"",""arguments"":{""category"":""历史"",""query"":""德国人杀犹太人吗"",""tag"":""德国人&杀&犹太人""}}]","[['四个11月9日，改写德国百年历史 【摘要】11月9日在德国历史上具有重要意义，共发生了四次重大事件：1918年，德皇威廉二世退位，德国终结帝制；1923年，希特勒在慕尼黑发动啤酒馆政变，成为纳粹崛起的重要转折点；1938年，“水晶之夜”发生，标志着纳粹对犹太人的大规模迫害开始；1989年，柏林墙倒塌，象征着两德统一。这些事件深刻影响了德国、欧洲乃至全球历史。德国总理朔尔茨和欧盟委员会主席冯德莱恩分别纪念了希特勒政变和“水晶之夜”，体现了德国对纳粹历史的反思和警觉。\n\n【正文】事情的导火索是法国巴黎一位犹太青年暗杀了德国大使馆一个秘书，随后，已经在德国掌权的希特勒竟以“夷全族”的办法，煽动德国民众疯狂报复犹太人。犹太青年暗杀德国大使馆秘书一事，是个偶发事件，但对于希特勒来说，却是纳粹政权迫害犹太人的“一个千载难逢的好机会”；就像1914年斐迪南大公夫妇遇刺的萨拉热窝事件，对于德国皇帝威廉二世来说，也是发动第一次世界大战的“一个千载难逢的好机会”一样。1938年11月9日至10日凌晨，在纳粹的怂恿和操纵下，德国各地的希特勒青年团、盖世太保和党卫军化装成平民走上街头，他们疯狂挥舞棍棒，对犹太人的住宅、商店、教堂进行疯狂地打、砸、抢、烧。', '二战时期德国疯狂屠杀犹太人 - 今日头条 发布时间：2023-12-10 在二战期间,德国纳粹党对犹太人进行了惨无人道的屠杀.这是一个历史上的黑暗篇章,也是人类历史上的一段悲惨记忆. 在战争爆发前,德国纳粹党就已经开始对犹太人进行歧视和迫害.他们禁止犹太人从事一些职业,剥夺他们的财产和权利,甚至将他们赶出家园.在战争期间,纳粹党将这种迫害升级为大规模的屠杀. 二战时期德国军官 他们将犹太人骗到集中营,然后将他们关进毒气室,用毒气将他们毒死.这种残忍的行为被称为“集体屠杀”.纳粹党还使用了其他手段,如枪杀、折磨和强劳动等,对犹太人进行残忍的虐待和杀害. 二战时期的德国士兵 这些屠杀行为不仅对犹太人造成了巨大的伤害,也对全人类产生了深远的影响.它提醒我们,人类在面对极端主义和仇恨时是多么的脆弱和无助.同时,它也让我们认识到,我们必须时刻警惕和反对任何形式的歧视和仇恨,以维护人类的尊严和权利. 在这个历史事件中,我们看到了人类历史上最黑暗的一面.但是,我们也看到了人性的光辉.许多德国人和犹太人都在为自由和平等而奋斗,他们的勇气和牺牲精神值得我们学习和铭记. 最后,我们要记住这个悲惨的历史事件,以防止类似的悲剧再次发生.我们要坚持人权、平等和自由的价值观念,为构建一个更加和谐、包容和美好的世界而努力.', '希特勒杀害犹太人的理由究竟是什么？_德国_种族主义_社会 在20世纪早期，许多国家都存在对犹太人的歧视和排斥。希特勒巧妙地利用这种情绪，将犹太人作为替罪羊，转移了德国社会对经济和政治问题的不满。最后，希特勒还试图通过屠杀犹太人来实现其所谓的“最终解决方案”，即彻底消灭犹太人。他认为通过大规模屠杀，可以消除犹太人在德国社会中的任何存在，并遏制他们对德国民族的影响。总结起来，希特勒杀害犹太人的动机是多方面的，包括种族主义思想、追求纯洁社会、利用反犹太主义情绪以及实施所谓的“最终解决方案”。这一系列因素共同促使了纳粹德国对犹太人进行大规模灭绝行动。然而，我们必须牢记历史教训，并努力确保类似悲剧永不再次发生。返回搜狐，查看更多。', '在纳粹政府的迫害下，有多少犹太人被杀害或死于饥饿和疾病？ 一、历史背景：20世纪30年代，德国在纳粹党的领导下，开始了一段充满种族主义和排外情绪的历史。作为其中的一部分，犹太人成为了希特勒迫害的主要目标之一。在这段时期，数百万犹太人遭到了剥夺财产、被迫劳役甚至被残忍地杀害。这一段历史成为了人类历史上最为黑暗的一页。二、事件经过：在1933年，希特勒上台后不久，纳粹政府开始采取一系列措施来迫害犹太人。首先，他们取消了犹太人的公民权利，随后剥夺了他们的财产和生计。接着，他们实行了强制劳役，将犹太人送往集中营和劳动营进行苦役。在这些地方，犹太人遭受了残酷的对待，许多人被杀害或死于饥饿和疾病。']]",搜索原顺序
